,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
524,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田１丁目,2020-09-10,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
525,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田４丁目,2020-01-06,00,一戸建住宅,その他,キーなし,あり,自動二輪（50cc超）
526,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田４丁目,2020-06-16,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
527,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田５丁目,2020-01-01,17,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
528,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田５丁目,2020-12-12,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
529,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,六木２丁目,2020-01-30,18,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
530,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,六木２丁目,2020-02-13,21,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
531,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,谷中２丁目,2020-01-31,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
532,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,谷中３丁目,2020-02-06,09,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
533,窃盗,オートバイ盗,綾瀬,中川交番,131211,東京都,足立区,中川３丁目,2020-12-19,21,道路上,その他,キーなし,なし,自動二輪（50cc超）
534,窃盗,オートバイ盗,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,綾瀬４丁目,2020-04-04,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
535,窃盗,オートバイ盗,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,西綾瀬１丁目,2020-10-03,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
536,窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,大谷田５丁目,2020-01-21,11,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
537,窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,六木３丁目,2020-04-27,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
538,窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,六木３丁目,2020-11-19,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
539,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211,東京都,足立区,青井５丁目,2020-02-03,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
540,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211,東京都,足立区,一ツ家３丁目,2020-03-03,17,道路上,その他,キーなし,なし,自動二輪（50cc超）
541,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211,東京都,足立区,六町４丁目,2020-03-01,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
542,窃盗,オートバイ盗,綾瀬,足立四丁目交番,131211,東京都,足立区,足立４丁目,2020-04-04,07,その他,その他,キーなし,なし,自動二輪（50cc超）
543,窃盗,オートバイ盗,綾瀬,足立四丁目交番,131211,東京都,足立区,中央本町１丁目,2020-03-11,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
544,窃盗,オートバイ盗,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬１丁目,2020-07-02,19,道路上,その他,キーなし,なし,自動二輪（50cc超）
545,窃盗,オートバイ盗,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬２丁目,2020-05-18,12,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
546,窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,南花畑２丁目,2020-01-12,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
547,窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,南花畑３丁目,2020-04-27,16,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
548,窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,南花畑３丁目,2020-11-05,23,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,あり,原動機付自転車（50cc以下）
549,窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,西保木間３丁目,2018-04-01,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
550,窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興３丁目,2020-06-22,06,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
551,窃盗,オートバイ盗,竹の塚,入谷町交番,131211,東京都,足立区,入谷８丁目,2020-03-12,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
552,窃盗,オートバイ盗,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2020-04-06,15,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
553,窃盗,オートバイ盗,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2020-07-03,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
554,窃盗,オートバイ盗,城東,葛西橋西交番,131083,東京都,江東区,東砂７丁目,2020-08-30,14,道路上,その他,キーなし,なし,自動二輪（50cc超）
555,窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂２丁目,2018-05-12,18,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
556,窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2020-07-04,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
557,窃盗,オートバイ盗,城東,番所橋交番,131083,東京都,江東区,北砂７丁目,2020-06-12,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
558,窃盗,オートバイ盗,城東,番所橋交番,131083,東京都,江東区,東砂１丁目,2020-01-31,07,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
559,窃盗,オートバイ盗,城東,番所橋交番,131083,東京都,江東区,東砂２丁目,2020-12-05,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
560,窃盗,オートバイ盗,城東,番所橋交番,131083,東京都,江東区,東砂３丁目,2020-03-21,06,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
561,窃盗,オートバイ盗,城東,大島交番,131083,東京都,江東区,大島３丁目,2020-07-12,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
562,窃盗,オートバイ盗,城東,大島交番,131083,東京都,江東区,大島５丁目,2020-10-27,22,道路上,その他,キーなし,あり,原動機付自転車（50cc以下）
563,窃盗,オートバイ盗,城東,大島交番,131083,東京都,江東区,大島６丁目,2017-05-06,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
564,窃盗,オートバイ盗,城東,大島交番,131083,東京都,江東区,大島６丁目,2020-09-20,07,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
565,窃盗,オートバイ盗,城東,大島交番,131083,東京都,江東区,大島６丁目,2020-09-24,07,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
566,窃盗,オートバイ盗,城東,亀戸交番,131083,東京都,江東区,亀戸７丁目,2020-01-10,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
567,窃盗,オートバイ盗,城東,亀戸交番,131083,東京都,江東区,亀戸９丁目,2019-12-29,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
568,窃盗,オートバイ盗,城東,天神橋交番,131083,東京都,江東区,亀戸３丁目,2020-04-26,14,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
569,窃盗,オートバイ盗,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2020-01-05,09,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
570,窃盗,オートバイ盗,城東,東大島駅前交番,131083,東京都,江東区,大島９丁目,2020-03-23,19,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
571,窃盗,オートバイ盗,本所,両国交番,131075,東京都,墨田区,両国４丁目,2018-08-10,08,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
572,窃盗,オートバイ盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋２丁目,2020-04-04,13,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
573,窃盗,オートバイ盗,本所,錦糸町駅北口交番,131075,東京都,墨田区,錦糸４丁目,2020-05-13,21,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
574,窃盗,オートバイ盗,亀有,小菅交番,131229,東京都,葛飾区,小菅３丁目,2020-05-30,16,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
575,窃盗,オートバイ盗,亀有,堀切七丁目交番,131229,東京都,葛飾区,堀切８丁目,2019-09-26,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
576,窃盗,オートバイ盗,亀有,青戸交番,131229,東京都,葛飾区,亀有１丁目,2020-06-06,11,道路上,その他,キーなし,なし,自動二輪（50cc超）
577,窃盗,オートバイ盗,亀有,亀有駅南口交番,131229,東京都,葛飾区,金町４丁目,2020-03-17,06,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
578,窃盗,オートバイ盗,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有２丁目,2020-04-03,17,道路上,その他,キーなし,なし,自動二輪（50cc超）
579,窃盗,オートバイ盗,亀有,西亀有交番,131229,東京都,葛飾区,亀有４丁目,2020-03-26,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
580,窃盗,オートバイ盗,亀有,西亀有交番,131229,東京都,葛飾区,亀有４丁目,2020-05-06,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
581,窃盗,オートバイ盗,亀有,亀田橋駐在所,131229,東京都,葛飾区,高砂８丁目,2014-05-15,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
582,窃盗,オートバイ盗,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町１丁目,2020-08-24,13,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
583,窃盗,オートバイ盗,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町１丁目,2020-10-11,07,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
584,窃盗,オートバイ盗,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町２丁目,2020-09-15,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,なし
585,窃盗,オートバイ盗,亀有,西水元駐在所,131229,東京都,葛飾区,水元５丁目,2020-09-19,08,駐車（輪）場,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
586,窃盗,オートバイ盗,亀有,水元駐在所,131229,東京都,葛飾区,西水元１丁目,2020-11-13,22,一戸建住宅,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
587,窃盗,オートバイ盗,亀有,南水元交番,131229,東京都,葛飾区,新宿６丁目,2020-04-17,16,その他,その他,キーなし,なし,自動二輪（50cc超）
588,窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,東水元３丁目,2020-05-23,13,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
589,窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,東水元５丁目,2020-07-01,04,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
590,窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,東水元６丁目,2020-06-26,19,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
591,窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,水元２丁目,2019-09-01,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
592,窃盗,オートバイ盗,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩１丁目,2020-01-19,15,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
593,窃盗,オートバイ盗,葛飾,たつみ橋交番,131229,東京都,葛飾区,東新小岩１丁目,2020-03-10,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
594,窃盗,オートバイ盗,葛飾,四ツ木駅前交番,131229,東京都,葛飾区,東四つ木４丁目,2020-02-19,19,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
595,窃盗,オートバイ盗,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸５丁目,2020-05-08,07,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
596,窃盗,オートバイ盗,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸５丁目,2020-05-10,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
597,窃盗,オートバイ盗,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸８丁目,2020-02-21,18,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
598,窃盗,オートバイ盗,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸８丁目,2020-03-11,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
599,窃盗,オートバイ盗,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸８丁目,2020-10-07,20,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
600,窃盗,オートバイ盗,小松川,小松川四丁目交番,131237,東京都,江戸川区,小松川３丁目,2020-11-19,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
601,窃盗,オートバイ盗,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉４丁目,2019-08-21,不明,道路上,その他,キーなし,なし,自動二輪（50cc超）
602,窃盗,オートバイ盗,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉５丁目,2020-03-02,12,道路上,その他,キーなし,なし,自動二輪（50cc超）
603,窃盗,オートバイ盗,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉５丁目,2020-09-18,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
604,窃盗,オートバイ盗,小松川,京葉通交番,131237,東京都,江戸川区,大杉２丁目,2020-09-04,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
605,窃盗,オートバイ盗,小松川,松江交番,131237,東京都,江戸川区,松江６丁目,2019-06-01,00,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
606,窃盗,オートバイ盗,小松川,今井交番,131237,東京都,江戸川区,西瑞江４丁目,2020-04-12,23,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
607,窃盗,オートバイ盗,小松川,南篠崎交番,131237,東京都,江戸川区,江戸川１丁目,2020-05-14,04,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
608,窃盗,オートバイ盗,小松川,南篠崎交番,131237,東京都,江戸川区,南篠崎町１丁目,2020-02-17,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
609,窃盗,オートバイ盗,小松川,東小松川交番,131237,東京都,江戸川区,東小松川４丁目,2020-03-24,18,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
610,窃盗,オートバイ盗,小松川,東瑞江交番,131237,東京都,江戸川区,江戸川２丁目,2020-12-19,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
611,窃盗,オートバイ盗,小松川,瑞江駅前交番,131237,東京都,江戸川区,南篠崎町３丁目,2019-12-01,17,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
612,窃盗,オートバイ盗,小松川,瑞江駅前交番,131237,東京都,江戸川区,南篠崎町３丁目,2020-04-21,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
613,窃盗,オートバイ盗,小岩,菅原橋交番,131237,東京都,江戸川区,本一色２丁目,2020-09-11,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
614,窃盗,オートバイ盗,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨１丁目,2020-10-13,05,道路上,その他,キーなし,あり,自動二輪（50cc超）
615,窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,北葛西１丁目,2020-09-30,19,道路上,その他,キーなし,なし,自動二輪（50cc超）
616,窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀６丁目,2020-10-05,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
617,窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀６丁目,2020-10-20,19,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
618,窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西５丁目,2018-03-10,18,道路上,その他,キーなし,なし,自動二輪（50cc超）
619,窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西５丁目,2020-06-13,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
620,窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西７丁目,2020-05-11,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
621,窃盗,オートバイ盗,葛西,清新町交番,131237,東京都,江戸川区,清新町２丁目,2019-08-15,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
622,窃盗,オートバイ盗,葛西,葛西駅前交番,131237,東京都,江戸川区,東葛西６丁目,2020-12-13,22,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,あり,自動二輪（50cc超）
623,窃盗,オートバイ盗,葛西,臨海公園交番,131237,東京都,江戸川区,南葛西５丁目,2020-01-04,00,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
624,窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,北野町,2020-06-03,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
625,窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,長沼町,2020-04-21,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
626,窃盗,オートバイ盗,南大沢,北野駅前交番,132012,東京都,八王子市,長沼町,2020-09-02,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
627,窃盗,オートバイ盗,南大沢,下柚木交番,132012,東京都,八王子市,越野,2020-07-19,17,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
628,窃盗,オートバイ盗,南大沢,下柚木交番,132012,東京都,八王子市,下柚木２丁目,2020-06-20,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
629,窃盗,オートバイ盗,南大沢,下柚木交番,132012,東京都,八王子市,下柚木３丁目,2020-11-10,09,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
630,窃盗,オートバイ盗,南大沢,松が谷交番,132012,東京都,八王子市,大塚,2020-01-28,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
631,窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,別所１丁目,2019-06-16,00,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
632,窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内２丁目,2019-12-26,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
633,窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内２丁目,2020-11-18,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
634,窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,松木,2020-05-26,11,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
635,窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,上柚木３丁目,2020-10-14,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
636,窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,松木,2019-05-25,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
637,窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢２丁目,2020-10-01,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
638,窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢４丁目,2020-12-18,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
639,窃盗,オートバイ盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢５丁目,2019-08-01,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
640,窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,片倉町,2020-06-04,07,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
641,窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,片倉町,2020-08-17,14,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
642,窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,小比企町,2020-09-24,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
643,窃盗,オートバイ盗,南大沢,みなみ野交番,132012,東京都,八王子市,みなみ野５丁目,2020-07-01,06,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
644,窃盗,オートバイ盗,南大沢,相原駅前交番,132098,東京都,町田市,相原町,2014-08-11,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
645,窃盗,オートバイ盗,南大沢,相原駅前交番,132098,東京都,町田市,相原町,2019-05-01,12,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
646,窃盗,オートバイ盗,南大沢,堀之内駐在所,132012,東京都,八王子市,東中野,2018-07-01,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
647,窃盗,オートバイ盗,南大沢,上柚木駐在所,132012,東京都,八王子市,鑓水,2020-02-15,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
648,窃盗,オートバイ盗,南大沢,上柚木駐在所,132012,東京都,八王子市,鑓水２丁目,2020-07-12,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
649,窃盗,オートバイ盗,南大沢,南陽台駐在所,132012,東京都,八王子市,南陽台２丁目,2020-04-27,06,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
650,窃盗,オートバイ盗,南大沢,宮上駐在所,132012,東京都,八王子市,上柚木３丁目,2020-06-02,08,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
651,窃盗,オートバイ盗,南大沢,小山駐在所,132098,東京都,町田市,小山ヶ丘１丁目,2020-05-31,03,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
652,窃盗,オートバイ盗,南大沢,相原駐在所,132098,東京都,町田市,小山町,2020-04-26,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
653,窃盗,オートバイ盗,南大沢,相原駐在所,132098,東京都,町田市,小山町,2020-10-31,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
654,窃盗,オートバイ盗,南大沢,大戸駐在所,132098,東京都,町田市,相原町,2017-06-01,不明,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
655,窃盗,オートバイ盗,高尾,高尾駅前交番,132012,東京都,八王子市,高尾町,2020-04-05,22,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
656,窃盗,オートバイ盗,高尾,高尾駅前交番,132012,東京都,八王子市,狭間町,2020-06-15,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
657,窃盗,オートバイ盗,高尾,めじろ台交番,132012,東京都,八王子市,山田町,2020-05-27,20,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
658,窃盗,オートバイ盗,高尾,長房町交番,132012,東京都,八王子市,長房町,2020-03-25,13,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
659,窃盗,オートバイ盗,高尾,横川町交番,132012,東京都,八王子市,横川町,2019-12-28,21,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
660,窃盗,オートバイ盗,高尾,元八王子交番,132012,東京都,八王子市,元八王子町２丁目,2020-01-02,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
661,窃盗,オートバイ盗,高尾,元八王子交番,132012,東京都,八王子市,元八王子町２丁目,2020-05-06,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
662,窃盗,オートバイ盗,高尾,館駐在所,132012,東京都,八王子市,館町,2020-10-07,01,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
663,窃盗,オートバイ盗,高尾,寺田団地駐在所,132012,東京都,八王子市,寺田町,2020-02-25,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
664,窃盗,オートバイ盗,高尾,西寺方駐在所,132012,東京都,八王子市,下恩方町,2020-02-01,14,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
665,窃盗,オートバイ盗,多摩中央,桜ケ丘駅前交番,132241,東京都,多摩市,一ノ宮１丁目,2019-06-01,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
