,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
721,窃盗,部品ねらい,綾瀬,神明交番,131211.0,東京都,足立区,北加平町,2021/4/23,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
722,窃盗,部品ねらい,綾瀬,神明交番,131211.0,東京都,足立区,辰沼１丁目,2021/9/8,20,４階建て以上共同住宅,駐車（輪）場,その他
723,窃盗,部品ねらい,綾瀬,神明交番,131211.0,東京都,足立区,辰沼１丁目,2021/10/29,14,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
724,窃盗,部品ねらい,綾瀬,神明交番,131211.0,東京都,足立区,六木１丁目,2021/8/9,20,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
725,窃盗,部品ねらい,綾瀬,神明交番,131211.0,東京都,足立区,六木１丁目,2021/12/15,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
726,窃盗,部品ねらい,綾瀬,綾瀬六丁目交番,131211.0,東京都,足立区,綾瀬５丁目,2021/4/10,20,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
727,窃盗,部品ねらい,綾瀬,綾瀬六丁目交番,131211.0,東京都,足立区,綾瀬６丁目,2021/4/26,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
728,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬２丁目,2021/2/25,9,駐車（輪）場,駐車（輪）場,ナンバープレート
729,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬３丁目,2020/11/1,不明,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
730,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬３丁目,2021/4/9,0,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
731,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬３丁目,2021/4/9,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
732,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬３丁目,2021/4/10,7,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
733,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬３丁目,2021/4/11,15,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
734,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬３丁目,2021/4/11,17,その他の住宅（３階建て以下共同住宅等）,その他,タイヤ・ホイール
735,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬３丁目,2021/4/11,17,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
736,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬３丁目,2021/4/11,21,その他の住宅（３階建て以下共同住宅等）,その他,タイヤ・ホイール
737,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬３丁目,2021/4/12,8,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
738,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬５丁目,2021/4/11,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
739,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,東綾瀬１丁目,2021/8/16,20,駐車（輪）場,駐車（輪）場,その他
740,窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,東綾瀬２丁目,2021/4/11,21,道路上,その他,タイヤ・ホイール
741,窃盗,部品ねらい,綾瀬,綾瀬駅西口交番,131211.0,東京都,足立区,綾瀬１丁目,2021/3/12,19,４階建て以上共同住宅,駐車（輪）場,その他
742,窃盗,部品ねらい,綾瀬,綾瀬駅西口交番,131211.0,東京都,足立区,綾瀬１丁目,2021/9/10,8,駐車（輪）場,駐車（輪）場,その他
743,窃盗,部品ねらい,綾瀬,綾瀬駅西口交番,131211.0,東京都,足立区,綾瀬４丁目,2021/2/11,不明,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
744,窃盗,部品ねらい,綾瀬,綾瀬駅西口交番,131211.0,東京都,足立区,綾瀬４丁目,2021/4/10,7,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
745,窃盗,部品ねらい,綾瀬,綾瀬駅西口交番,131211.0,東京都,足立区,綾瀬４丁目,2021/9/28,16,駐車（輪）場,駐車（輪）場,ナンバープレート
746,窃盗,部品ねらい,綾瀬,足立四丁目交番,131211.0,東京都,足立区,中央本町２丁目,2021/2/14,21,４階建て以上共同住宅,駐車（輪）場,その他
747,窃盗,部品ねらい,綾瀬,足立駐在所,131211.0,東京都,足立区,足立２丁目,2021/6/16,6,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
748,窃盗,部品ねらい,竹の塚,伊興町交番,131211.0,東京都,足立区,西伊興１丁目,2021/5/11,6,駐車（輪）場,駐車（輪）場,ナンバープレート
749,窃盗,部品ねらい,竹の塚,伊興町交番,131211.0,東京都,足立区,西伊興２丁目,2021/8/5,18,４階建て以上共同住宅,駐車（輪）場,その他
750,窃盗,部品ねらい,竹の塚,伊興町交番,131211.0,東京都,足立区,西伊興４丁目,2021/3/23,15,駐車（輪）場,駐車（輪）場,ナンバープレート
751,窃盗,部品ねらい,竹の塚,伊興町交番,131211.0,東京都,足立区,東伊興２丁目,2021/5/4,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
752,窃盗,部品ねらい,竹の塚,入谷町交番,131211.0,東京都,足立区,入谷８丁目,2021/4/18,16,４階建て以上共同住宅,駐車（輪）場,その他
753,窃盗,部品ねらい,竹の塚,入谷町交番,131211.0,東京都,足立区,入谷８丁目,2021/6/13,21,４階建て以上共同住宅,駐車（輪）場,その他
754,窃盗,部品ねらい,竹の塚,古千谷駐在所,131211.0,東京都,足立区,西伊興１丁目,2021/4/20,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,なし
755,窃盗,部品ねらい,竹の塚,竹の塚駅前交番,131211.0,東京都,足立区,竹の塚１丁目,2021/8/3,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
756,窃盗,部品ねらい,竹の塚,竹の塚駅前交番,131211.0,東京都,足立区,竹の塚３丁目,2021/9/3,8,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
757,窃盗,部品ねらい,竹の塚,竹の塚駅前交番,131211.0,東京都,足立区,竹の塚７丁目,2021/9/19,20,４階建て以上共同住宅,駐車（輪）場,その他
758,窃盗,部品ねらい,竹の塚,竹の塚駅前交番,131211.0,東京都,足立区,西保木間４丁目,2021/8/5,17,４階建て以上共同住宅,駐車（輪）場,その他
759,窃盗,部品ねらい,竹の塚,花畑交番,131211.0,東京都,足立区,花畑３丁目,2021/8/16,17,駐車（輪）場,駐車（輪）場,その他
760,窃盗,部品ねらい,竹の塚,花畑交番,131211.0,東京都,足立区,南花畑１丁目,2021/9/9,15,駐車（輪）場,駐車（輪）場,ナンバープレート
761,窃盗,部品ねらい,竹の塚,花畑交番,131211.0,東京都,足立区,南花畑２丁目,2021/9/9,17,駐車（輪）場,駐車（輪）場,ナンバープレート
762,窃盗,部品ねらい,竹の塚,花畑交番,131211.0,東京都,足立区,南花畑４丁目,2021/12/14,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
763,窃盗,部品ねらい,竹の塚,花畑交番,131211.0,東京都,足立区,南花畑４丁目,2021/12/16,15,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
764,窃盗,部品ねらい,竹の塚,花畑北駐在所,131211.0,東京都,足立区,花畑８丁目,2017/9/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
765,窃盗,部品ねらい,竹の塚,西保木間交番,131211.0,東京都,足立区,西保木間２丁目,2021/9/12,20,駐車（輪）場,駐車（輪）場,その他
766,窃盗,部品ねらい,竹の塚,西保木間交番,131211.0,東京都,足立区,西保木間４丁目,2021/8/7,9,４階建て以上共同住宅,駐車（輪）場,その他
767,窃盗,部品ねらい,竹の塚,西保木間交番,131211.0,東京都,足立区,花畑４丁目,2021/2/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
768,窃盗,部品ねらい,竹の塚,西保木間交番,131211.0,東京都,足立区,花畑５丁目,2021/7/5,14,４階建て以上共同住宅,駐車（輪）場,その他
769,窃盗,部品ねらい,竹の塚,西保木間交番,131211.0,東京都,足立区,花畑５丁目,2021/7/5,19,４階建て以上共同住宅,駐車（輪）場,その他
770,窃盗,部品ねらい,竹の塚,西保木間交番,131211.0,東京都,足立区,花畑５丁目,2021/7/6,18,４階建て以上共同住宅,駐車（輪）場,その他
771,窃盗,部品ねらい,竹の塚,西保木間交番,131211.0,東京都,足立区,花畑５丁目,2021/8/16,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
772,窃盗,部品ねらい,竹の塚,西保木間交番,131211.0,東京都,足立区,花畑５丁目,2021/11/2,17,４階建て以上共同住宅,その他,その他
773,窃盗,部品ねらい,竹の塚,西保木間交番,131211.0,東京都,足立区,保木間５丁目,2021/5/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
774,窃盗,部品ねらい,竹の塚,西保木間交番,131211.0,東京都,足立区,保木間５丁目,2021/6/19,20,一戸建住宅,その他,その他
775,窃盗,部品ねらい,竹の塚,西保木間交番,131211.0,東京都,足立区,保木間５丁目,2021/11/24,9,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
776,窃盗,部品ねらい,城東,亀戸交番,131083.0,東京都,江東区,亀戸９丁目,2021/3/4,9,その他,その他,その他
777,窃盗,部品ねらい,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸１丁目,2021/7/7,20,駐車（輪）場,駐車（輪）場,その他
778,窃盗,部品ねらい,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸２丁目,2021/4/19,18,４階建て以上共同住宅,駐車（輪）場,その他
779,窃盗,部品ねらい,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸２丁目,2021/4/24,17,４階建て以上共同住宅,駐車（輪）場,その他
780,窃盗,部品ねらい,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸２丁目,2021/4/30,18,４階建て以上共同住宅,駐車（輪）場,その他
781,窃盗,部品ねらい,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸２丁目,2021/5/1,18,４階建て以上共同住宅,駐車（輪）場,その他
782,窃盗,部品ねらい,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸２丁目,2021/5/3,12,４階建て以上共同住宅,駐車（輪）場,その他
783,窃盗,部品ねらい,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸２丁目,2021/5/9,17,４階建て以上共同住宅,駐車（輪）場,その他
784,窃盗,部品ねらい,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸２丁目,2021/6/19,19,道路上,その他,その他
785,窃盗,部品ねらい,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸２丁目,2021/12/3,3,４階建て以上共同住宅,駐車（輪）場,その他
786,窃盗,部品ねらい,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸６丁目,2021/4/24,19,４階建て以上共同住宅,駐車（輪）場,その他
787,窃盗,部品ねらい,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸７丁目,2021/3/12,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
788,窃盗,部品ねらい,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂１丁目,2021/4/28,14,４階建て以上共同住宅,駐車（輪）場,その他
789,窃盗,部品ねらい,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂１丁目,2021/11/7,21,駐車（輪）場,駐車（輪）場,その他
790,窃盗,部品ねらい,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂３丁目,2021/7/24,16,道路上,その他,ナンバープレート
791,窃盗,部品ねらい,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂５丁目,2021/5/1,18,４階建て以上共同住宅,駐車（輪）場,その他
792,窃盗,部品ねらい,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂５丁目,2021/5/26,18,４階建て以上共同住宅,駐車（輪）場,その他
793,窃盗,部品ねらい,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂５丁目,2021/5/30,20,４階建て以上共同住宅,駐車（輪）場,その他
794,窃盗,部品ねらい,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂５丁目,2021/6/5,13,４階建て以上共同住宅,その他,その他
795,窃盗,部品ねらい,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂５丁目,2021/7/7,21,４階建て以上共同住宅,駐車（輪）場,その他
796,窃盗,部品ねらい,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂５丁目,2021/9/14,15,４階建て以上共同住宅,その他,その他
797,窃盗,部品ねらい,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂５丁目,2021/11/1,18,４階建て以上共同住宅,駐車（輪）場,その他
798,窃盗,部品ねらい,城東,大島交番,131083.0,東京都,江東区,大島４丁目,2021/3/6,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
799,窃盗,部品ねらい,城東,大島交番,131083.0,東京都,江東区,大島４丁目,2021/5/4,0,４階建て以上共同住宅,駐車（輪）場,その他
800,窃盗,部品ねらい,城東,大島交番,131083.0,東京都,江東区,大島６丁目,2021/11/3,23,４階建て以上共同住宅,駐車（輪）場,その他
801,窃盗,部品ねらい,城東,天神橋交番,131083.0,東京都,江東区,亀戸３丁目,2021/5/17,18,４階建て以上共同住宅,駐車（輪）場,その他
802,窃盗,部品ねらい,城東,日曹橋交番,131083.0,東京都,江東区,新砂２丁目,2021/6/27,不明,道路上,その他,その他
803,窃盗,部品ねらい,城東,日曹橋交番,131083.0,東京都,江東区,南砂２丁目,2021/3/25,20,４階建て以上共同住宅,駐車（輪）場,その他
804,窃盗,部品ねらい,城東,日曹橋交番,131083.0,東京都,江東区,南砂２丁目,2021/8/16,15,４階建て以上共同住宅,駐車（輪）場,その他
805,窃盗,部品ねらい,城東,日曹橋交番,131083.0,東京都,江東区,南砂３丁目,2021/11/8,17,駐車（輪）場,駐車（輪）場,その他
806,窃盗,部品ねらい,城東,日曹橋交番,131083.0,東京都,江東区,南砂３丁目,2021/11/9,18,４階建て以上共同住宅,駐車（輪）場,その他
807,窃盗,部品ねらい,城東,日曹橋交番,131083.0,東京都,江東区,南砂４丁目,2021/4/28,11,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
808,窃盗,部品ねらい,城東,東大島駅前交番,131083.0,東京都,江東区,大島７丁目,2021/2/14,8,その他の住宅（３階建て以下共同住宅等）,その他,その他
809,窃盗,部品ねらい,城東,東大島駅前交番,131083.0,東京都,江東区,大島８丁目,2021/4/27,11,４階建て以上共同住宅,駐車（輪）場,その他
810,窃盗,部品ねらい,城東,東大島駅前交番,131083.0,東京都,江東区,大島９丁目,2021/6/8,10,４階建て以上共同住宅,駐車（輪）場,その他
811,窃盗,部品ねらい,城東,東大島駅前交番,131083.0,東京都,江東区,大島９丁目,2021/9/11,21,４階建て以上共同住宅,駐車（輪）場,その他
812,窃盗,部品ねらい,城東,東大島駅前交番,131083.0,東京都,江東区,大島９丁目,2021/10/2,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
813,窃盗,部品ねらい,城東,番所橋交番,131083.0,東京都,江東区,北砂５丁目,2021/5/1,17,４階建て以上共同住宅,その他,その他
814,窃盗,部品ねらい,城東,番所橋交番,131083.0,東京都,江東区,北砂７丁目,2021/5/25,11,４階建て以上共同住宅,駐車（輪）場,その他
815,窃盗,部品ねらい,城東,番所橋交番,131083.0,東京都,江東区,東砂３丁目,2020/11/1,不明,４階建て以上共同住宅,駐車（輪）場,その他
816,窃盗,部品ねらい,城東,番所橋交番,131083.0,東京都,江東区,東砂３丁目,2021/3/23,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
817,窃盗,部品ねらい,城東,砂町交番,131083.0,東京都,江東区,北砂４丁目,2021/5/11,19,４階建て以上共同住宅,駐車（輪）場,その他
818,窃盗,部品ねらい,城東,砂町交番,131083.0,東京都,江東区,南砂１丁目,2021/1/18,14,４階建て以上共同住宅,駐車（輪）場,その他
819,窃盗,部品ねらい,城東,砂町交番,131083.0,東京都,江東区,南砂１丁目,2021/4/20,13,４階建て以上共同住宅,駐車（輪）場,その他
820,窃盗,部品ねらい,城東,葛西橋西交番,131083.0,東京都,江東区,北砂７丁目,2021/3/29,16,４階建て以上共同住宅,駐車（輪）場,その他
821,窃盗,部品ねらい,城東,葛西橋西交番,131083.0,東京都,江東区,東砂７丁目,2021/8/17,21,４階建て以上共同住宅,その他,ナンバープレート
822,窃盗,部品ねらい,城東,葛西橋西交番,131083.0,東京都,江東区,東砂７丁目,2021/10/26,21,一戸建住宅,駐車（輪）場,その他
823,窃盗,部品ねらい,城東,進開橋交番,131083.0,東京都,江東区,大島１丁目,2021/5/10,不明,４階建て以上共同住宅,駐車（輪）場,その他
824,窃盗,部品ねらい,城東,進開橋交番,131083.0,東京都,江東区,大島２丁目,2021/10/5,18,駐車（輪）場,駐車（輪）場,その他
825,窃盗,部品ねらい,城東,進開橋交番,131083.0,東京都,江東区,大島４丁目,2020/12/10,0,駐車（輪）場,駐車（輪）場,ナンバープレート
826,窃盗,部品ねらい,城東,進開橋交番,131083.0,東京都,江東区,大島４丁目,2021/1/22,6,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
827,窃盗,部品ねらい,城東,進開橋交番,131083.0,東京都,江東区,大島４丁目,2021/4/30,19,４階建て以上共同住宅,駐車（輪）場,その他
828,窃盗,部品ねらい,城東,進開橋交番,131083.0,東京都,江東区,大島４丁目,2021/9/4,17,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
829,窃盗,部品ねらい,本所,両国交番,131075.0,東京都,墨田区,千歳２丁目,2021/9/28,18,駐車（輪）場,駐車（輪）場,ナンバープレート
830,窃盗,部品ねらい,本所,両国交番,131075.0,東京都,墨田区,両国１丁目,2021/9/4,0,４階建て以上共同住宅,駐車（輪）場,その他
831,窃盗,部品ねらい,本所,両国交番,131075.0,東京都,墨田区,両国１丁目,2021/9/28,14,駐車（輪）場,駐車（輪）場,ナンバープレート
832,窃盗,部品ねらい,本所,横川交番,131075.0,東京都,墨田区,太平４丁目,2021/7/1,18,４階建て以上共同住宅,その他,その他
833,窃盗,部品ねらい,本所,横川交番,131075.0,東京都,墨田区,横川１丁目,2021/3/1,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
834,窃盗,部品ねらい,本所,横網交番,131075.0,東京都,墨田区,石原１丁目,2021/4/27,11,その他,その他,その他
835,窃盗,部品ねらい,本所,江東橋交番,131075.0,東京都,墨田区,亀沢４丁目,2021/6/12,14,道路上,その他,その他
836,窃盗,部品ねらい,本所,江東橋交番,131075.0,東京都,墨田区,緑２丁目,2021/10/22,18,道路上,その他,その他
837,窃盗,部品ねらい,本所,江東橋交番,131075.0,東京都,墨田区,緑３丁目,2021/1/31,12,駐車（輪）場,駐車（輪）場,ナンバープレート
838,窃盗,部品ねらい,本所,江東橋交番,131075.0,東京都,墨田区,緑４丁目,2021/9/3,15,４階建て以上共同住宅,駐車（輪）場,その他
839,窃盗,部品ねらい,本所,石原三丁目交番,131075.0,東京都,墨田区,石原３丁目,2021/7/13,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
840,窃盗,部品ねらい,本所,石原三丁目交番,131075.0,東京都,墨田区,石原３丁目,2021/10/24,17,４階建て以上共同住宅,駐車（輪）場,その他
841,窃盗,部品ねらい,本所,石原三丁目交番,131075.0,東京都,墨田区,石原４丁目,2021/12/21,20,駐車（輪）場,駐車（輪）場,その他
842,窃盗,部品ねらい,本所,錦糸町駅北口交番,131075.0,東京都,墨田区,錦糸２丁目,2021/4/13,9,駐車（輪）場,駐車（輪）場,その他
843,窃盗,部品ねらい,本所,錦糸町駅南口交番,131075.0,東京都,墨田区,江東橋２丁目,2021/5/4,20,その他,その他,その他
844,窃盗,部品ねらい,本所,錦糸町駅南口交番,131075.0,東京都,墨田区,江東橋３丁目,2021/1/1,12,駐車（輪）場,駐車（輪）場,その他
845,窃盗,部品ねらい,向島,小村井交番,131075.0,東京都,墨田区,文花１丁目,2021/3/10,22,４階建て以上共同住宅,その他,ナンバープレート
846,窃盗,部品ねらい,向島,小村井交番,131075.0,東京都,墨田区,文花１丁目,2021/3/12,11,４階建て以上共同住宅,その他,その他
847,窃盗,部品ねらい,向島,小村井交番,131075.0,東京都,墨田区,文花３丁目,2021/12/1,21,４階建て以上共同住宅,駐車（輪）場,その他
848,窃盗,部品ねらい,向島,白鬚橋交番,131075.0,東京都,墨田区,墨田１丁目,2021/11/30,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
849,窃盗,部品ねらい,向島,白鬚橋交番,131075.0,東京都,墨田区,堤通２丁目,2021/3/30,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
850,窃盗,部品ねらい,向島,白鬚橋交番,131075.0,東京都,墨田区,堤通２丁目,2021/3/30,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
851,窃盗,部品ねらい,向島,鐘ケ淵駅前交番,131075.0,東京都,墨田区,墨田４丁目,2021/12/24,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
852,窃盗,部品ねらい,亀有,お花茶屋交番,131229.0,東京都,葛飾区,白鳥３丁目,2021/10/2,17,一戸建住宅,その他,その他
853,窃盗,部品ねらい,亀有,亀有駅北口交番,131229.0,東京都,葛飾区,亀有３丁目,2021/3/9,15,その他,駐車（輪）場,その他
854,窃盗,部品ねらい,亀有,南水元交番,131229.0,東京都,葛飾区,新宿６丁目,2021/4/9,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
855,窃盗,部品ねらい,亀有,南水元交番,131229.0,東京都,葛飾区,西水元２丁目,2021/4/24,1,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
856,窃盗,部品ねらい,亀有,東金町交番,131229.0,東京都,葛飾区,東金町５丁目,2021/4/19,20,駐車（輪）場,駐車（輪）場,その他
857,窃盗,部品ねらい,亀有,柴又二丁目交番,131229.0,東京都,葛飾区,金町１丁目,2021/7/3,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
858,窃盗,部品ねらい,亀有,柴又二丁目交番,131229.0,東京都,葛飾区,金町１丁目,2021/10/5,18,４階建て以上共同住宅,駐車（輪）場,その他
859,窃盗,部品ねらい,亀有,柴又二丁目交番,131229.0,東京都,葛飾区,柴又３丁目,2021/6/27,21,駐車（輪）場,駐車（輪）場,その他
860,窃盗,部品ねらい,亀有,柴又二丁目交番,131229.0,東京都,葛飾区,柴又３丁目,2021/8/9,20,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
861,窃盗,部品ねらい,亀有,柴又二丁目交番,131229.0,東京都,葛飾区,新宿４丁目,2021/10/15,13,駐車（輪）場,駐車（輪）場,その他
862,窃盗,部品ねらい,亀有,柴又二丁目交番,131229.0,東京都,葛飾区,新宿４丁目,2021/10/17,18,駐車（輪）場,駐車（輪）場,その他
863,窃盗,部品ねらい,亀有,柴又交番,131229.0,東京都,葛飾区,柴又１丁目,2021/7/9,20,駐車（輪）場,駐車（輪）場,その他
864,窃盗,部品ねらい,亀有,柴又交番,131229.0,東京都,葛飾区,柴又４丁目,2021/9/26,22,一戸建住宅,駐車（輪）場,ナンバープレート
865,窃盗,部品ねらい,亀有,水元公園前交番,131229.0,東京都,葛飾区,亀有３丁目,2021/2/15,16,その他,駐車（輪）場,その他
866,窃盗,部品ねらい,亀有,水元公園前交番,131229.0,東京都,葛飾区,東水元２丁目,2021/10/28,18,４階建て以上共同住宅,駐車（輪）場,その他
867,窃盗,部品ねらい,亀有,水元公園前交番,131229.0,東京都,葛飾区,南水元１丁目,2021/3/23,19,駐車（輪）場,駐車（輪）場,その他
868,窃盗,部品ねらい,亀有,水元公園前交番,131229.0,東京都,葛飾区,南水元１丁目,2021/10/10,12,駐車（輪）場,駐車（輪）場,その他
869,窃盗,部品ねらい,亀有,水元駐在所,131229.0,東京都,葛飾区,南水元２丁目,2021/9/17,22,その他,駐車（輪）場,ナンバープレート
870,窃盗,部品ねらい,亀有,葛三橋交番,131229.0,東京都,葛飾区,西水元６丁目,2021/10/21,16,駐車（輪）場,駐車（輪）場,その他
871,窃盗,部品ねらい,亀有,葛三橋交番,131229.0,東京都,葛飾区,東水元５丁目,2021/4/22,21,駐車（輪）場,駐車（輪）場,その他
872,窃盗,部品ねらい,亀有,葛三橋交番,131229.0,東京都,葛飾区,水元４丁目,2021/3/16,17,駐車（輪）場,駐車（輪）場,ナンバープレート
873,窃盗,部品ねらい,亀有,葛三橋交番,131229.0,東京都,葛飾区,水元４丁目,2021/7/7,17,駐車（輪）場,駐車（輪）場,その他
874,窃盗,部品ねらい,亀有,葛三橋交番,131229.0,東京都,葛飾区,水元４丁目,2021/10/3,17,駐車（輪）場,駐車（輪）場,その他
875,窃盗,部品ねらい,亀有,西亀有交番,131229.0,東京都,葛飾区,西亀有３丁目,2021/9/11,6,その他の住宅（３階建て以下共同住宅等）,その他,その他
876,窃盗,部品ねらい,亀有,西水元駐在所,131229.0,東京都,葛飾区,西水元３丁目,2021/4/18,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
877,窃盗,部品ねらい,亀有,西水元駐在所,131229.0,東京都,葛飾区,西水元５丁目,2021/10/11,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
878,窃盗,部品ねらい,亀有,金町駅北口交番,131229.0,東京都,葛飾区,東金町１丁目,2021/9/24,7,駐車（輪）場,駐車（輪）場,その他
879,窃盗,部品ねらい,亀有,金町駅北口交番,131229.0,東京都,葛飾区,東金町２丁目,2021/4/19,1,駐車（輪）場,駐車（輪）場,その他
880,窃盗,部品ねらい,亀有,金町駅北口交番,131229.0,東京都,葛飾区,東金町２丁目,2021/8/4,0,４階建て以上共同住宅,駐車（輪）場,なし
881,窃盗,部品ねらい,亀有,金町駅北口交番,131229.0,東京都,葛飾区,東金町２丁目,2021/8/30,1,４階建て以上共同住宅,駐車（輪）場,その他
882,窃盗,部品ねらい,亀有,金町駅南口交番,131229.0,東京都,葛飾区,金町４丁目,2021/5/3,9,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
883,窃盗,部品ねらい,亀有,金町駅南口交番,131229.0,東京都,葛飾区,金町５丁目,2021/9/7,15,駐車（輪）場,駐車（輪）場,その他
884,窃盗,部品ねらい,亀有,金町駅南口交番,131229.0,東京都,葛飾区,新宿６丁目,2021/8/2,17,その他,駐車（輪）場,ナンバープレート
885,窃盗,部品ねらい,亀有,青戸交番,131229.0,東京都,葛飾区,青戸４丁目,2021/2/12,21,４階建て以上共同住宅,駐車（輪）場,その他
886,窃盗,部品ねらい,亀有,青戸交番,131229.0,東京都,葛飾区,青戸８丁目,2021/9/28,4,駐車（輪）場,駐車（輪）場,ナンバープレート
887,窃盗,部品ねらい,亀有,青戸北部駐在所,131229.0,東京都,葛飾区,青戸５丁目,2021/7/17,13,駐車（輪）場,駐車（輪）場,その他
888,窃盗,部品ねらい,亀有,青戸南部駐在所,131229.0,東京都,葛飾区,青戸５丁目,2021/8/9,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
