,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
606,窃盗,オートバイ盗,石神井,大泉学園交番,131202.0,東京都,練馬区,大泉学園町８丁目,2019-09-28,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
607,窃盗,オートバイ盗,石神井,大泉学園交番,131202.0,東京都,練馬区,大泉学園町８丁目,2019-10-01,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
608,窃盗,オートバイ盗,石神井,大泉学園交番,131202.0,東京都,練馬区,大泉学園町８丁目,2019-10-02,11,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
609,窃盗,オートバイ盗,石神井,北大泉交番,131202.0,東京都,練馬区,大泉町３丁目,2018-12-29,02,一戸建住宅,キーなし,なし,自動二輪（50cc超）
610,窃盗,オートバイ盗,石神井,西大泉交番,131202.0,東京都,練馬区,西大泉３丁目,2019-02-08,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
611,窃盗,オートバイ盗,石神井,西大泉交番,131202.0,東京都,練馬区,西大泉４丁目,2018-04-08,23,一戸建住宅,キーなし,なし,自動二輪（50cc超）
612,窃盗,オートバイ盗,石神井,西大泉交番,131202.0,東京都,練馬区,西大泉４丁目,2019-03-02,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
613,窃盗,オートバイ盗,石神井,西大泉交番,131202.0,東京都,練馬区,西大泉６丁目,2019-09-21,06,一戸建住宅,キーなし,なし,自動二輪（50cc超）
614,窃盗,オートバイ盗,石神井,南大泉交番,131202.0,東京都,練馬区,南大泉２丁目,2019-09-21,16,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
615,窃盗,オートバイ盗,石神井,南大泉交番,131202.0,東京都,練馬区,南大泉３丁目,2019-09-29,23,その他,キーなし,なし,自動二輪（50cc超）
616,窃盗,オートバイ盗,石神井,南大泉交番,131202.0,東京都,練馬区,南大泉４丁目,2019-09-22,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
617,窃盗,オートバイ盗,石神井,富士街道交番,131202.0,東京都,練馬区,石神井台４丁目,2019-11-24,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
618,窃盗,オートバイ盗,石神井,富士街道交番,131202.0,東京都,練馬区,石神井台８丁目,2018-08-01,不明,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
619,窃盗,オートバイ盗,石神井,石神井南駐在所,131202.0,東京都,練馬区,下石神井２丁目,2019-01-04,02,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
620,窃盗,オートバイ盗,高島平,高島平駅前交番,131199.0,東京都,板橋区,高島平２丁目,2019-03-22,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
621,窃盗,オートバイ盗,高島平,高島平駅前交番,131199.0,東京都,板橋区,高島平２丁目,2019-11-23,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
622,窃盗,オートバイ盗,高島平,高島平駅前交番,131199.0,東京都,板橋区,高島平３丁目,2019-04-11,19,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
623,窃盗,オートバイ盗,高島平,高島平駅前交番,131199.0,東京都,板橋区,高島平７丁目,2019-11-01,17,道路上,キーなし,なし,自動二輪（50cc超）
624,窃盗,オートバイ盗,高島平,西台駅前交番,131199.0,東京都,板橋区,高島平９丁目,2019-03-13,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
625,窃盗,オートバイ盗,高島平,西台駅前交番,131199.0,東京都,板橋区,高島平９丁目,2019-10-17,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
626,窃盗,オートバイ盗,高島平,西台駅前交番,131199.0,東京都,板橋区,高島平９丁目,2019-12-09,13,道路上,キーなし,なし,自動二輪（50cc超）
627,窃盗,オートバイ盗,高島平,笹目橋交番,131199.0,東京都,板橋区,高島平６丁目,2019-06-23,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
628,窃盗,オートバイ盗,高島平,北野交番,131199.0,東京都,板橋区,徳丸４丁目,2019-05-22,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
629,窃盗,オートバイ盗,高島平,北野交番,131199.0,東京都,板橋区,徳丸４丁目,2019-11-20,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
630,窃盗,オートバイ盗,高島平,成増駅前交番,131199.0,東京都,板橋区,成増２丁目,2019-03-08,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
631,窃盗,オートバイ盗,高島平,成増駅前交番,131199.0,東京都,板橋区,成増２丁目,2019-03-14,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
632,窃盗,オートバイ盗,高島平,松月院前交番,131199.0,東京都,板橋区,赤塚５丁目,2019-11-01,01,道路上,キーなし,なし,原動機付自転車（50cc以下）
633,窃盗,オートバイ盗,高島平,松月院前交番,131199.0,東京都,板橋区,赤塚６丁目,2019-04-20,12,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
634,窃盗,オートバイ盗,高島平,松月院前交番,131199.0,東京都,板橋区,赤塚７丁目,2019-11-22,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
635,窃盗,オートバイ盗,高島平,松月院前交番,131199.0,東京都,板橋区,四葉１丁目,2019-12-21,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
636,窃盗,オートバイ盗,高島平,徳丸駐在所,131199.0,東京都,板橋区,徳丸６丁目,2015-08-01,不明,道路上,キーなし,なし,原動機付自転車（50cc以下）
637,窃盗,オートバイ盗,高島平,徳丸駐在所,131199.0,東京都,板橋区,徳丸７丁目,2019-11-16,00,一戸建住宅,キーなし,あり,自動二輪（50cc超）
638,窃盗,オートバイ盗,光が丘,田柄交番,131202.0,東京都,練馬区,光が丘１丁目,2019-04-10,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
639,窃盗,オートバイ盗,光が丘,光が丘三丁目交番,131202.0,東京都,練馬区,田柄３丁目,2019-10-08,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
640,窃盗,オートバイ盗,光が丘,光が丘三丁目交番,131202.0,東京都,練馬区,光が丘２丁目,2019-03-11,11,道路上,キーなし,なし,自動二輪（50cc超）
641,窃盗,オートバイ盗,光が丘,光が丘三丁目交番,131202.0,東京都,練馬区,光が丘２丁目,2019-03-30,07,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
642,窃盗,オートバイ盗,光が丘,練馬高野台駅前交番,131202.0,東京都,練馬区,南田中４丁目,2019-09-21,23,一戸建住宅,キーなし,なし,自動二輪（50cc超）
643,窃盗,オートバイ盗,光が丘,谷原交番,131202.0,東京都,練馬区,高野台５丁目,2019-09-23,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
644,窃盗,オートバイ盗,光が丘,土支田交番,131202.0,東京都,練馬区,旭町１丁目,2019-11-29,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
645,窃盗,オートバイ盗,光が丘,土支田交番,131202.0,東京都,練馬区,土支田１丁目,2018-04-01,00,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
646,窃盗,オートバイ盗,光が丘,土支田交番,131202.0,東京都,練馬区,土支田４丁目,2019-07-29,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
647,窃盗,オートバイ盗,光が丘,三原台交番,131202.0,東京都,練馬区,三原台１丁目,2019-11-01,00,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
648,窃盗,オートバイ盗,光が丘,旭町駐在所,131202.0,東京都,練馬区,旭町３丁目,2019-10-07,06,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
649,窃盗,オートバイ盗,上野,公園前交番,131067.0,東京都,台東区,上野４丁目,2019-04-26,15,道路上,キーなし,なし,原動機付自転車（50cc以下）
650,窃盗,オートバイ盗,下谷,三ノ輪交番,131067.0,東京都,台東区,竜泉１丁目,2019-03-17,01,道路上,キーなし,なし,原動機付自転車（50cc以下）
651,窃盗,オートバイ盗,下谷,入谷東交番,131067.0,東京都,台東区,入谷２丁目,2018-11-14,00,道路上,キーなし,あり,自動二輪（50cc超）
652,窃盗,オートバイ盗,下谷,入谷西交番,131067.0,東京都,台東区,下谷１丁目,2019-03-29,15,その他,キーなし,なし,自動二輪（50cc超）
653,窃盗,オートバイ盗,浅草,西浅草三丁目交番,131067.0,東京都,台東区,浅草３丁目,2019-12-10,07,道路上,キーなし,なし,原動機付自転車（50cc以下）
654,窃盗,オートバイ盗,浅草,雷門交番,131067.0,東京都,台東区,浅草１丁目,2019-01-04,03,道路上,キーなし,なし,原動機付自転車（50cc以下）
655,窃盗,オートバイ盗,蔵前,小島二丁目交番,131067.0,東京都,台東区,元浅草１丁目,2019-08-16,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
656,窃盗,オートバイ盗,荒川,三河島駅前交番,131181.0,東京都,荒川区,荒川３丁目,2019-01-26,10,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
657,窃盗,オートバイ盗,荒川,三河島駅前交番,131181.0,東京都,荒川区,東日暮里３丁目,2018-03-25,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
658,窃盗,オートバイ盗,荒川,町屋交番,131181.0,東京都,荒川区,町屋８丁目,2019-02-12,06,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
659,窃盗,オートバイ盗,荒川,町屋交番,131181.0,東京都,荒川区,町屋８丁目,2019-09-13,19,その他,キーなし,なし,原動機付自転車（50cc以下）
660,窃盗,オートバイ盗,荒川,荒川五丁目交番,131181.0,東京都,荒川区,荒川７丁目,2017-11-01,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
661,窃盗,オートバイ盗,荒川,西日暮里六丁目交番,131181.0,東京都,荒川区,荒川５丁目,2015-02-01,00,一戸建住宅,キーなし,なし,自動二輪（50cc超）
662,窃盗,オートバイ盗,荒川,日暮里駅前交番,131181.0,東京都,荒川区,西日暮里２丁目,2019-12-03,12,その他,キーなし,なし,原動機付自転車（50cc以下）
663,窃盗,オートバイ盗,荒川,日暮里駅前交番,131181.0,東京都,荒川区,東日暮里６丁目,2019-09-09,14,道路上,キーなし,なし,原動機付自転車（50cc以下）
664,窃盗,オートバイ盗,千住,北千住駅西口交番,131211.0,東京都,足立区,千住２丁目,2019-10-13,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
665,窃盗,オートバイ盗,西新井,江北交番,131211.0,東京都,足立区,江北３丁目,2019-10-22,02,その他,キーなし,なし,自動二輪（50cc超）
666,窃盗,オートバイ盗,西新井,島根交番,131211.0,東京都,足立区,島根２丁目,2019-02-20,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
667,窃盗,オートバイ盗,西新井,島根交番,131211.0,東京都,足立区,島根４丁目,2019-10-11,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
668,窃盗,オートバイ盗,西新井,島根交番,131211.0,東京都,足立区,六月１丁目,2019-01-04,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
669,窃盗,オートバイ盗,西新井,島根交番,131211.0,東京都,足立区,六月１丁目,2019-08-20,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
670,窃盗,オートバイ盗,西新井,島根交番,131211.0,東京都,足立区,六月１丁目,2019-09-17,15,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
671,窃盗,オートバイ盗,西新井,島根交番,131211.0,東京都,足立区,六月２丁目,2019-10-12,08,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
672,窃盗,オートバイ盗,西新井,皿沼交番,131211.0,東京都,足立区,江北７丁目,2019-11-10,12,その他,キーなし,なし,原動機付自転車（50cc以下）
673,窃盗,オートバイ盗,西新井,皿沼交番,131211.0,東京都,足立区,鹿浜７丁目,2019-02-17,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
674,窃盗,オートバイ盗,西新井,鹿浜交番,131211.0,東京都,足立区,椿１丁目,2019-10-01,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
675,窃盗,オートバイ盗,西新井,新田駐在所,131211.0,東京都,足立区,新田２丁目,2019-03-05,13,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
676,窃盗,オートバイ盗,西新井,西新井五丁目交番,131211.0,東京都,足立区,栗原４丁目,2019-05-11,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
677,窃盗,オートバイ盗,西新井,西新井五丁目交番,131211.0,東京都,足立区,谷在家１丁目,2013-04-24,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
678,窃盗,オートバイ盗,綾瀬,大谷田交番,131211.0,東京都,足立区,大谷田１丁目,2019-08-10,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
679,窃盗,オートバイ盗,綾瀬,大谷田交番,131211.0,東京都,足立区,佐野２丁目,2019-10-09,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
680,窃盗,オートバイ盗,綾瀬,大谷田交番,131211.0,東京都,足立区,谷中３丁目,2018-12-04,21,道路上,キーなし,なし,自動二輪（50cc超）
681,窃盗,オートバイ盗,綾瀬,大谷田交番,131211.0,東京都,足立区,谷中４丁目,2019-09-26,02,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
682,窃盗,オートバイ盗,綾瀬,大谷田交番,131211.0,東京都,足立区,谷中４丁目,2019-10-19,02,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
683,窃盗,オートバイ盗,綾瀬,中川交番,131211.0,東京都,足立区,中川２丁目,2019-06-09,20,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,原動機付自転車（50cc以下）
684,窃盗,オートバイ盗,綾瀬,中川交番,131211.0,東京都,足立区,中川３丁目,2019-11-14,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
685,窃盗,オートバイ盗,綾瀬,弘道交番,131211.0,東京都,足立区,青井１丁目,2019-04-21,21,その他,キーなし,なし,原動機付自転車（50cc以下）
686,窃盗,オートバイ盗,綾瀬,弘道交番,131211.0,東京都,足立区,青井３丁目,2019-09-26,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
687,窃盗,オートバイ盗,綾瀬,弘道交番,131211.0,東京都,足立区,青井３丁目,2019-09-30,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
688,窃盗,オートバイ盗,綾瀬,弘道交番,131211.0,東京都,足立区,青井４丁目,2019-09-06,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
689,窃盗,オートバイ盗,綾瀬,弘道交番,131211.0,東京都,足立区,青井４丁目,2019-11-10,01,道路上,キーなし,なし,なし
690,窃盗,オートバイ盗,綾瀬,神明交番,131211.0,東京都,足立区,辰沼１丁目,2019-12-19,23,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
691,窃盗,オートバイ盗,綾瀬,神明交番,131211.0,東京都,足立区,辰沼２丁目,2019-04-13,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
692,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211.0,東京都,足立区,青井５丁目,2019-03-02,11,道路上,キーなし,なし,原動機付自転車（50cc以下）
693,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211.0,東京都,足立区,辰沼１丁目,2019-01-09,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
694,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211.0,東京都,足立区,一ツ家２丁目,2019-01-20,14,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
695,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211.0,東京都,足立区,一ツ家３丁目,2019-02-01,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
696,窃盗,オートバイ盗,竹の塚,花畑北駐在所,131211.0,東京都,足立区,花畑５丁目,2019-03-19,15,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
697,窃盗,オートバイ盗,竹の塚,花畑北駐在所,131211.0,東京都,足立区,花畑８丁目,2019-04-21,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
698,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,花畑１丁目,2019-03-15,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
699,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,花畑１丁目,2019-03-15,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
700,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,花畑１丁目,2019-07-25,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
701,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,花畑１丁目,2019-08-20,17,その他,キーなし,なし,自動二輪（50cc超）
702,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,花畑１丁目,2019-08-20,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
703,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,花畑２丁目,2019-08-09,20,道路上,キーなし,なし,自動二輪（50cc超）
704,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,花畑３丁目,2019-09-27,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
705,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,花畑３丁目,2019-09-27,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
706,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,南花畑３丁目,2019-02-02,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
707,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,南花畑３丁目,2019-08-09,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
708,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,南花畑４丁目,2019-08-09,06,一戸建住宅,キーなし,なし,自動二輪（50cc超）
709,窃盗,オートバイ盗,竹の塚,花畑交番,131211.0,東京都,足立区,南花畑５丁目,2019-09-19,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
710,窃盗,オートバイ盗,竹の塚,保木間交番,131211.0,東京都,足立区,保木間２丁目,2019-01-16,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
711,窃盗,オートバイ盗,竹の塚,保木間交番,131211.0,東京都,足立区,保木間２丁目,2019-09-25,06,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
712,窃盗,オートバイ盗,竹の塚,保木間交番,131211.0,東京都,足立区,保木間３丁目,2019-06-24,07,その他,キーなし,なし,原動機付自転車（50cc以下）
713,窃盗,オートバイ盗,竹の塚,保木間交番,131211.0,東京都,足立区,保木間３丁目,2019-09-25,18,一戸建住宅,キーなし,あり,自動二輪（50cc超）
714,窃盗,オートバイ盗,竹の塚,西保木間交番,131211.0,東京都,足立区,西保木間４丁目,2019-04-29,15,４階建て以上共同住宅,キーなし,あり,原動機付自転車（50cc以下）
715,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211.0,東京都,足立区,竹の塚１丁目,2018-12-26,18,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
716,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211.0,東京都,足立区,竹の塚１丁目,2019-02-07,07,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
717,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211.0,東京都,足立区,竹の塚６丁目,2019-12-15,10,道路上,キーなし,なし,原動機付自転車（50cc以下）
718,窃盗,オートバイ盗,竹の塚,伊興町交番,131211.0,東京都,足立区,伊興１丁目,2019-10-17,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
719,窃盗,オートバイ盗,竹の塚,伊興町交番,131211.0,東京都,足立区,伊興２丁目,2019-06-10,23,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
720,窃盗,オートバイ盗,竹の塚,伊興町交番,131211.0,東京都,足立区,伊興２丁目,2019-12-06,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
721,窃盗,オートバイ盗,竹の塚,伊興町交番,131211.0,東京都,足立区,伊興３丁目,2019-11-08,09,その他,キーなし,なし,自動二輪（50cc超）
722,窃盗,オートバイ盗,竹の塚,伊興町交番,131211.0,東京都,足立区,伊興５丁目,2019-03-19,20,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
723,窃盗,オートバイ盗,竹の塚,伊興町交番,131211.0,東京都,足立区,東伊興３丁目,2019-04-08,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
724,窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211.0,東京都,足立区,舎人１丁目,2019-10-10,00,道路上,キーなし,なし,自動二輪（50cc超）
725,窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211.0,東京都,足立区,舎人３丁目,2019-04-23,19,一戸建住宅,キーなし,あり,自動二輪（50cc超）
726,窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211.0,東京都,足立区,古千谷本町１丁目,2019-06-01,19,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
727,窃盗,オートバイ盗,城東,日曹橋交番,131083.0,東京都,江東区,南砂２丁目,2018-07-30,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
728,窃盗,オートバイ盗,城東,日曹橋交番,131083.0,東京都,江東区,南砂４丁目,2019-01-14,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
729,窃盗,オートバイ盗,城東,葛西橋西交番,131083.0,東京都,江東区,南砂６丁目,2018-11-21,20,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
730,窃盗,オートバイ盗,城東,砂町交番,131083.0,東京都,江東区,南砂５丁目,2019-09-17,02,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
731,窃盗,オートバイ盗,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂３丁目,2019-11-01,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
732,窃盗,オートバイ盗,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂５丁目,2019-07-06,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
733,窃盗,オートバイ盗,城東,北砂五丁目交番,131083.0,東京都,江東区,北砂５丁目,2019-07-09,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
734,窃盗,オートバイ盗,城東,番所橋交番,131083.0,東京都,江東区,東砂３丁目,2019-09-17,22,道路上,キーなし,なし,自動二輪（50cc超）
735,窃盗,オートバイ盗,城東,番所橋交番,131083.0,東京都,江東区,東砂３丁目,2019-10-07,20,道路上,キーなし,なし,原動機付自転車（50cc以下）
736,窃盗,オートバイ盗,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸２丁目,2019-04-26,07,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
737,窃盗,オートバイ盗,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸４丁目,2018-12-26,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
738,窃盗,オートバイ盗,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸５丁目,2019-04-20,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
739,窃盗,オートバイ盗,城東,亀戸駅前交番,131083.0,東京都,江東区,亀戸５丁目,2019-09-28,14,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
740,窃盗,オートバイ盗,本所,両国交番,131075.0,東京都,墨田区,両国３丁目,2019-03-11,16,道路上,キーなし,なし,自動二輪（50cc超）
741,窃盗,オートバイ盗,本所,横川交番,131075.0,東京都,墨田区,太平３丁目,2018-09-07,13,道路上,キーなし,あり,原動機付自転車（50cc以下）
742,窃盗,オートバイ盗,本所,押上駅前交番,131075.0,東京都,墨田区,業平４丁目,2019-03-19,14,道路上,キーなし,なし,原動機付自転車（50cc以下）
743,窃盗,オートバイ盗,向島,小村井交番,131075.0,東京都,墨田区,立花１丁目,2019-10-11,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
744,窃盗,オートバイ盗,向島,鐘ケ淵駅前交番,131075.0,東京都,墨田区,墨田３丁目,2019-09-04,06,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
745,窃盗,オートバイ盗,向島,八広四丁目交番,131075.0,東京都,墨田区,八広４丁目,2019-08-09,16,道路上,キーなし,なし,原動機付自転車（50cc以下）
746,窃盗,オートバイ盗,亀有,,,,,,2016-08-01,不明,道路上,キーなし,なし,自動二輪（50cc超）
747,窃盗,オートバイ盗,亀有,小菅交番,131229.0,東京都,葛飾区,小菅１丁目,2019-06-27,05,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
748,窃盗,オートバイ盗,亀有,小菅交番,131229.0,東京都,葛飾区,小菅１丁目,2019-07-18,23,その他,キーなし,なし,自動二輪（50cc超）
749,窃盗,オートバイ盗,亀有,小菅交番,131229.0,東京都,葛飾区,小菅２丁目,2019-03-30,20,道路上,キーなし,なし,自動二輪（50cc超）
750,窃盗,オートバイ盗,亀有,堀切七丁目交番,131229.0,東京都,葛飾区,堀切５丁目,2019-04-11,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
751,窃盗,オートバイ盗,亀有,青戸交番,131229.0,東京都,葛飾区,青戸８丁目,2019-03-16,08,道路上,キーなし,なし,自動二輪（50cc超）
752,窃盗,オートバイ盗,亀有,青戸交番,131229.0,東京都,葛飾区,亀有１丁目,2019-11-24,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
753,窃盗,オートバイ盗,亀有,金町駅南口交番,131229.0,東京都,葛飾区,金町２丁目,2019-07-24,15,道路上,キーなし,なし,自動二輪（50cc超）
754,窃盗,オートバイ盗,亀有,金町駅南口交番,131229.0,東京都,葛飾区,金町４丁目,2019-11-24,20,一戸建住宅,キーなし,あり,自動二輪（50cc超）
755,窃盗,オートバイ盗,亀有,柴又交番,131229.0,東京都,葛飾区,柴又１丁目,2019-03-09,01,道路上,キーなし,あり,自動二輪（50cc超）
756,窃盗,オートバイ盗,亀有,西亀有交番,131229.0,東京都,葛飾区,西亀有２丁目,2019-05-11,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
757,窃盗,オートバイ盗,亀有,西亀有交番,131229.0,東京都,葛飾区,西亀有３丁目,2019-07-02,13,道路上,キーなし,なし,自動二輪（50cc超）
758,窃盗,オートバイ盗,亀有,亀田橋駐在所,131229.0,東京都,葛飾区,高砂６丁目,2019-01-27,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
759,窃盗,オートバイ盗,亀有,金町駅北口交番,131229.0,東京都,葛飾区,東金町３丁目,2019-10-23,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
760,窃盗,オートバイ盗,亀有,水元公園前交番,131229.0,東京都,葛飾区,水元１丁目,2016-12-15,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
761,窃盗,オートバイ盗,亀有,水元公園前交番,131229.0,東京都,葛飾区,水元３丁目,2019-06-24,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
