,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
762,窃盗,オートバイ盗,荒川,西日暮里六丁目交番,131181,東京都,荒川区,荒川５丁目,2018-05-24,15,その他,キーなし,あり,自動二輪（50cc超）
763,窃盗,オートバイ盗,千住,北千住駅西口交番,131211,東京都,足立区,千住中居町,2018-09-25,03,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
764,窃盗,オートバイ盗,千住,千住四丁目交番,131211,東京都,足立区,千住４丁目,2017-04-24,18,道路上,キーなし,なし,自動二輪（50cc超）
765,窃盗,オートバイ盗,千住,大橋交番,131211,東京都,足立区,千住河原町,2018-09-24,10,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
766,窃盗,オートバイ盗,千住,大橋交番,131211,東京都,足立区,千住仲町,2018-01-01,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
767,窃盗,オートバイ盗,千住,大橋交番,131211,東京都,足立区,千住橋戸町,2018-01-24,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
768,窃盗,オートバイ盗,千住,旭町交番,131211,東京都,足立区,千住東１丁目,2015-02-10,00,道路上,キーなし,なし,自動二輪（50cc超）
769,窃盗,オートバイ盗,千住,北千住駅東口交番,131211,東京都,足立区,日ノ出町,2018-01-01,09,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
770,窃盗,オートバイ盗,西新井,梅田一丁目交番,131211,東京都,足立区,梅田２丁目,2018-04-16,10,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
771,窃盗,オートバイ盗,西新井,大師前交番,131211,東京都,足立区,西新井本町１丁目,2018-03-10,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
772,窃盗,オートバイ盗,西新井,大師前交番,131211,東京都,足立区,西新井本町２丁目,2018-07-13,14,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
773,窃盗,オートバイ盗,西新井,大師前交番,131211,東京都,足立区,西新井本町２丁目,2018-08-25,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
774,窃盗,オートバイ盗,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町１丁目,2018-10-28,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
775,窃盗,オートバイ盗,西新井,関原三丁目交番,131211,東京都,足立区,関原２丁目,2018-07-14,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
776,窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,栗原２丁目,2018-08-07,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
777,窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,島根３丁目,2016-10-15,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
778,窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,島根４丁目,2017-05-01,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
779,窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,六月３丁目,2018-02-08,19,道路上,キーなし,なし,自動二輪（50cc超）
780,窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,六月３丁目,2018-03-02,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
781,窃盗,オートバイ盗,西新井,皿沼交番,131211,東京都,足立区,皿沼１丁目,2018-03-16,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
782,窃盗,オートバイ盗,西新井,鹿浜交番,131211,東京都,足立区,加賀２丁目,2018-03-04,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
783,窃盗,オートバイ盗,西新井,鹿浜交番,131211,東京都,足立区,鹿浜１丁目,2017-06-01,20,道路上,キーなし,なし,自動二輪（50cc超）
784,窃盗,オートバイ盗,西新井,鹿浜交番,131211,東京都,足立区,鹿浜３丁目,2018-04-21,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
785,窃盗,オートバイ盗,西新井,新田駐在所,131211,東京都,足立区,新田１丁目,2018-07-26,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
786,窃盗,オートバイ盗,西新井,扇交番,131211,東京都,足立区,扇１丁目,2017-06-15,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
787,窃盗,オートバイ盗,西新井,扇交番,131211,東京都,足立区,扇２丁目,2018-07-17,22,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
788,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田１丁目,2018-10-30,11,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
789,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田３丁目,2018-11-08,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
790,窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,佐野２丁目,2018-07-10,08,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
791,窃盗,オートバイ盗,綾瀬,弘道交番,131211,東京都,足立区,青井１丁目,2018-04-19,00,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
792,窃盗,オートバイ盗,綾瀬,弘道交番,131211,東京都,足立区,青井３丁目,2018-06-22,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
793,窃盗,オートバイ盗,綾瀬,中央本町交番,131211,東京都,足立区,中央本町４丁目,2018-06-02,05,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
794,窃盗,オートバイ盗,綾瀬,中央本町交番,131211,東京都,足立区,一ツ家１丁目,2018-11-30,21,道路上,キーなし,なし,自動二輪（50cc超）
795,窃盗,オートバイ盗,綾瀬,中央本町交番,131211,東京都,足立区,平野１丁目,2018-04-13,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
796,窃盗,オートバイ盗,綾瀬,中央本町交番,131211,東京都,足立区,保塚町,2018-11-30,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
797,窃盗,オートバイ盗,綾瀬,中央本町交番,131211,東京都,足立区,保塚町,2018-12-01,23,一戸建住宅,キーなし,なし,自動二輪（50cc超）
798,窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,神明南１丁目,2018-06-10,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
799,窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,神明南２丁目,2018-06-04,06,道路上,キーなし,なし,自動二輪（50cc超）
800,窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,辰沼２丁目,2018-09-08,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
801,窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,谷中５丁目,2017-08-15,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
802,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211,東京都,足立区,青井５丁目,2018-07-16,11,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
803,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211,東京都,足立区,青井６丁目,2018-07-26,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
804,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211,東京都,足立区,加平３丁目,2017-04-15,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
805,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211,東京都,足立区,一ツ家１丁目,2018-06-24,20,道路上,キーなし,なし,自動二輪（50cc超）
806,窃盗,オートバイ盗,綾瀬,一ツ家交番,131211,東京都,足立区,保塚町,2018-05-15,19,その他,キーなし,なし,自動二輪（50cc超）
807,窃盗,オートバイ盗,綾瀬,東和交番,131211,東京都,足立区,東和３丁目,2018-09-19,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
808,窃盗,オートバイ盗,綾瀬,足立四丁目交番,131211,東京都,足立区,足立１丁目,2018-08-10,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
809,窃盗,オートバイ盗,綾瀬,足立四丁目交番,131211,東京都,足立区,足立１丁目,2018-08-15,22,道路上,キーなし,なし,自動二輪（50cc超）
810,窃盗,オートバイ盗,綾瀬,足立四丁目交番,131211,東京都,足立区,中央本町１丁目,2018-11-27,14,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
811,窃盗,オートバイ盗,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,青井３丁目,2016-03-01,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
812,窃盗,オートバイ盗,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,綾瀬３丁目,2017-12-15,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
813,窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,花畑２丁目,2018-03-05,08,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
814,窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,花畑２丁目,2018-11-26,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
815,窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,花畑３丁目,2018-08-08,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
816,窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,南花畑３丁目,2018-01-15,20,一戸建住宅,キーなし,あり,自動二輪（50cc超）
817,窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,南花畑３丁目,2018-02-22,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
818,窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,東保木間２丁目,2018-01-27,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
819,窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,東六月町,2018-08-08,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
820,窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間１丁目,2016-07-20,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
821,窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間３丁目,2018-02-02,18,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
822,窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間３丁目,2018-11-27,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
823,窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間４丁目,2018-04-25,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
824,窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間４丁目,2018-08-09,15,一戸建住宅,キーなし,あり,自動二輪（50cc超）
825,窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,花畑４丁目,2018-02-08,16,一戸建住宅,キーなし,あり,自動二輪（50cc超）
826,窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,花畑４丁目,2018-11-30,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
827,窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,花畑５丁目,2017-12-15,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
828,窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2018-02-06,01,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
829,窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2018-04-25,21,一戸建住宅,キーなし,あり,自動二輪（50cc超）
830,窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2018-10-25,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
831,窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2018-10-25,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
832,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚１丁目,2018-10-06,08,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
833,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚２丁目,2018-02-22,10,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
834,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚２丁目,2018-03-14,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
835,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚２丁目,2018-03-16,03,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
836,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚３丁目,2018-05-15,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
837,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚３丁目,2018-08-06,17,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
838,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚４丁目,2018-05-15,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
839,窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚５丁目,2018-01-29,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
840,窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興４丁目,2018-02-24,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
841,窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興４丁目,2018-03-16,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
842,窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興４丁目,2018-03-17,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
843,窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興５丁目,2018-02-18,05,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
844,窃盗,オートバイ盗,竹の塚,入谷町交番,131211,東京都,足立区,入谷５丁目,2018-10-28,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
845,窃盗,オートバイ盗,竹の塚,入谷町交番,131211,東京都,足立区,入谷９丁目,2018-07-03,15,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
846,窃盗,オートバイ盗,竹の塚,入谷町交番,131211,東京都,足立区,入谷９丁目,2018-11-22,20,その他,キーなし,なし,原動機付自転車（50cc以下）
847,窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人１丁目,2018-02-10,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
848,窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人５丁目,2018-09-19,09,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
849,窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,古千谷本町４丁目,2015-01-01,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
850,窃盗,オートバイ盗,竹の塚,古千谷駐在所,131211,東京都,足立区,西伊興４丁目,2017-12-15,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
851,窃盗,オートバイ盗,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2017-09-25,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
852,窃盗,オートバイ盗,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2018-02-10,23,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
853,窃盗,オートバイ盗,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2018-06-09,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
854,窃盗,オートバイ盗,城東,葛西橋西交番,131083,東京都,江東区,北砂７丁目,2018-12-18,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
855,窃盗,オートバイ盗,城東,砂町交番,131083,東京都,江東区,南砂１丁目,2018-06-08,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
856,窃盗,オートバイ盗,城東,砂町交番,131083,東京都,江東区,南砂５丁目,2018-04-14,21,道路上,キーなし,なし,自動二輪（50cc超）
857,窃盗,オートバイ盗,城東,砂町交番,131083,東京都,江東区,南砂５丁目,2018-11-26,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
858,窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂３丁目,2018-06-01,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
859,窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2013-12-11,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
860,窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2016-10-01,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
861,窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2017-12-01,不明,道路上,キーなし,あり,自動二輪（50cc超）
862,窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2018-01-16,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
863,窃盗,オートバイ盗,城東,番所橋交番,131083,東京都,江東区,北砂７丁目,2018-01-30,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
864,窃盗,オートバイ盗,城東,番所橋交番,131083,東京都,江東区,東砂２丁目,2013-10-11,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
865,窃盗,オートバイ盗,城東,大島交番,131083,東京都,江東区,大島３丁目,2018-10-12,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
866,窃盗,オートバイ盗,城東,大島交番,131083,東京都,江東区,大島６丁目,2018-04-04,08,道路上,キーなし,なし,原動機付自転車（50cc以下）
867,窃盗,オートバイ盗,城東,天神橋交番,131083,東京都,江東区,亀戸２丁目,2015-06-01,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
868,窃盗,オートバイ盗,城東,天神橋交番,131083,東京都,江東区,亀戸２丁目,2018-01-12,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
869,窃盗,オートバイ盗,城東,亀戸駅前交番,131083,東京都,江東区,亀戸１丁目,2018-08-15,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
870,窃盗,オートバイ盗,城東,亀戸駅前交番,131083,東京都,江東区,亀戸２丁目,2018-01-11,15,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
871,窃盗,オートバイ盗,城東,亀戸駅前交番,131083,東京都,江東区,亀戸３丁目,2018-09-23,11,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
872,窃盗,オートバイ盗,本所,江東橋交番,131075,東京都,墨田区,亀沢４丁目,2018-08-31,16,道路上,キーなし,なし,自動二輪（50cc超）
873,窃盗,オートバイ盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋３丁目,2018-06-16,10,道路上,キーなし,なし,原動機付自転車（50cc以下）
874,窃盗,オートバイ盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋３丁目,2018-06-17,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
875,窃盗,オートバイ盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2018-01-19,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
876,窃盗,オートバイ盗,本所,横川交番,131075,東京都,墨田区,横川４丁目,2018-03-31,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
877,窃盗,オートバイ盗,本所,向島交番,131075,東京都,墨田区,向島５丁目,2018-01-13,22,道路上,キーなし,なし,自動二輪（50cc超）
878,窃盗,オートバイ盗,本所,言問交番,131075,東京都,墨田区,向島３丁目,2018-03-18,00,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
879,窃盗,オートバイ盗,向島,平井橋交番,131075,東京都,墨田区,立花６丁目,2018-06-09,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
880,窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2018-06-28,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
881,窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2018-07-18,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
882,窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2018-02-03,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
883,窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2018-02-21,02,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
884,窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2018-02-21,14,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
885,窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2018-02-26,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
886,窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2018-08-20,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
887,窃盗,オートバイ盗,向島,東向島交番,131075,東京都,墨田区,八広５丁目,2016-08-20,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
888,窃盗,オートバイ盗,向島,東向島交番,131075,東京都,墨田区,八広５丁目,2018-01-14,02,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
889,窃盗,オートバイ盗,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2018-12-03,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
890,窃盗,オートバイ盗,亀有,堀切七丁目交番,131229,東京都,葛飾区,堀切７丁目,2018-04-03,16,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
891,窃盗,オートバイ盗,亀有,お花茶屋交番,131229,東京都,葛飾区,白鳥１丁目,2018-12-01,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
892,窃盗,オートバイ盗,亀有,青戸交番,131229,東京都,葛飾区,青戸８丁目,2018-06-09,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
893,窃盗,オートバイ盗,亀有,青戸交番,131229,東京都,葛飾区,青戸８丁目,2018-09-29,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
894,窃盗,オートバイ盗,亀有,青戸交番,131229,東京都,葛飾区,白鳥４丁目,2018-09-27,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
895,窃盗,オートバイ盗,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有２丁目,2018-07-20,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
896,窃盗,オートバイ盗,亀有,亀有駅北口交番,131229,東京都,葛飾区,亀有５丁目,2018-04-28,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
897,窃盗,オートバイ盗,亀有,亀有駅北口交番,131229,東京都,葛飾区,亀有５丁目,2018-06-28,10,道路上,キーなし,なし,自動二輪（50cc超）
898,窃盗,オートバイ盗,亀有,亀有駅北口交番,131229,東京都,葛飾区,西亀有４丁目,2018-06-01,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
899,窃盗,オートバイ盗,亀有,東金町交番,131229,東京都,葛飾区,東金町５丁目,2018-04-24,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
900,窃盗,オートバイ盗,亀有,西水元駐在所,131229,東京都,葛飾区,西水元４丁目,2018-07-16,01,道路上,キーなし,なし,自動二輪（50cc超）
901,窃盗,オートバイ盗,亀有,西水元駐在所,131229,東京都,葛飾区,西水元５丁目,2018-10-03,18,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
902,窃盗,オートバイ盗,亀有,西水元駐在所,131229,東京都,葛飾区,西水元５丁目,2018-12-27,05,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
903,窃盗,オートバイ盗,亀有,柴又二丁目交番,131229,東京都,葛飾区,柴又２丁目,2018-09-01,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
904,窃盗,オートバイ盗,亀有,南水元交番,131229,東京都,葛飾区,新宿４丁目,2018-11-14,07,道路上,キーなし,なし,自動二輪（50cc超）
905,窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,東水元５丁目,2018-12-17,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
906,窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,水元２丁目,2018-12-15,02,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
907,窃盗,オートバイ盗,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木１丁目,2018-12-01,00,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
908,窃盗,オートバイ盗,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木４丁目,2018-02-27,10,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
909,窃盗,オートバイ盗,葛飾,宝町交番,131229,東京都,葛飾区,宝町１丁目,2018-10-19,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
910,窃盗,オートバイ盗,葛飾,宝町交番,131229,東京都,葛飾区,宝町２丁目,2018-10-20,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
911,窃盗,オートバイ盗,葛飾,宝町交番,131229,東京都,葛飾区,四つ木５丁目,2018-05-09,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
912,窃盗,オートバイ盗,葛飾,青砥駅前交番,131229,東京都,葛飾区,青戸１丁目,2018-08-02,20,その他,キーなし,あり,自動二輪（50cc超）
913,窃盗,オートバイ盗,葛飾,高砂駅前交番,131229,東京都,葛飾区,高砂１丁目,2018-05-29,22,道路上,キーなし,なし,自動二輪（50cc超）
914,窃盗,オートバイ盗,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2018-04-01,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
915,窃盗,オートバイ盗,葛飾,たつみ橋交番,131229,東京都,葛飾区,東新小岩３丁目,2017-11-06,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
916,窃盗,オートバイ盗,葛飾,上平井交番,131229,東京都,葛飾区,東新小岩８丁目,2018-10-29,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
917,窃盗,オートバイ盗,葛飾,四ツ木駅前交番,131229,東京都,葛飾区,四つ木４丁目,2018-05-06,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
918,窃盗,オートバイ盗,葛飾,鎌倉交番,131229,東京都,葛飾区,奥戸７丁目,2018-11-19,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
