,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
289,窃盗,オートバイ盗,本所,向島交番,131075.0,東京都,墨田区,向島４丁目,2021/9/24,17,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
290,窃盗,オートバイ盗,本所,押上駅前交番,131075.0,東京都,墨田区,押上１丁目,2021/9/1,0,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
291,窃盗,オートバイ盗,本所,江東橋交番,131075.0,東京都,墨田区,亀沢４丁目,2021/2/9,13,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
292,窃盗,オートバイ盗,本所,江東橋交番,131075.0,東京都,墨田区,緑４丁目,2021/7/18,22,道路上,その他,キーなし,なし,自動二輪（50cc超）
293,窃盗,オートバイ盗,本所,石原三丁目交番,131075.0,東京都,墨田区,石原４丁目,2021/5/13,7,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
294,窃盗,オートバイ盗,本所,錦糸町駅南口交番,131075.0,東京都,墨田区,江東橋３丁目,2021/5/11,0,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
295,窃盗,オートバイ盗,本所,錦糸町駅南口交番,131075.0,東京都,墨田区,江東橋３丁目,2021/8/19,16,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
296,窃盗,オートバイ盗,向島,小村井交番,131075.0,東京都,墨田区,文花１丁目,2019/6/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
297,窃盗,オートバイ盗,向島,小村井交番,131075.0,東京都,墨田区,文花１丁目,2021/11/14,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
298,窃盗,オートバイ盗,向島,白鬚橋交番,131075.0,東京都,墨田区,堤通２丁目,2020/12/29,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
299,窃盗,オートバイ盗,向島,鐘ケ淵駅前交番,131075.0,東京都,墨田区,墨田４丁目,2021/11/14,0,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
300,窃盗,オートバイ盗,向島,鐘ケ淵駅前交番,131075.0,東京都,墨田区,堤通２丁目,2021/2/14,15,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
301,窃盗,オートバイ盗,亀有,亀田橋駐在所,131229.0,東京都,葛飾区,高砂８丁目,2021/6/23,9,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
302,窃盗,オートバイ盗,亀有,小菅交番,131229.0,東京都,葛飾区,小菅２丁目,2021/5/10,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
303,窃盗,オートバイ盗,亀有,東金町交番,131229.0,東京都,葛飾区,東金町４丁目,2021/3/31,11,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
304,窃盗,オートバイ盗,亀有,東金町交番,131229.0,東京都,葛飾区,東金町５丁目,2021/7/27,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
305,窃盗,オートバイ盗,亀有,東金町交番,131229.0,東京都,葛飾区,東金町５丁目,2021/7/27,18,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
306,窃盗,オートバイ盗,亀有,柴又二丁目交番,131229.0,東京都,葛飾区,高砂８丁目,2021/1/23,22,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
307,窃盗,オートバイ盗,亀有,水元公園前交番,131229.0,東京都,葛飾区,水元３丁目,2021/4/25,13,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
308,窃盗,オートバイ盗,亀有,水元公園前交番,131229.0,東京都,葛飾区,水元３丁目,2021/7/22,4,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
309,窃盗,オートバイ盗,亀有,水元公園前交番,131229.0,東京都,葛飾区,水元３丁目,2021/8/27,8,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
310,窃盗,オートバイ盗,亀有,水元公園前交番,131229.0,東京都,葛飾区,水元３丁目,2021/8/27,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
311,窃盗,オートバイ盗,亀有,水元公園前交番,131229.0,東京都,葛飾区,南水元４丁目,2018/9/13,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
312,窃盗,オートバイ盗,亀有,葛三橋交番,131229.0,東京都,葛飾区,東水元５丁目,2021/12/16,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
313,窃盗,オートバイ盗,亀有,葛三橋交番,131229.0,東京都,葛飾区,水元２丁目,2021/9/1,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
314,窃盗,オートバイ盗,亀有,葛三橋交番,131229.0,東京都,葛飾区,水元４丁目,2021/12/17,7,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
315,窃盗,オートバイ盗,亀有,葛三橋交番,131229.0,東京都,葛飾区,水元４丁目,2021/12/27,19,道路上,その他,キーなし,なし,自動二輪（50cc超）
316,窃盗,オートバイ盗,亀有,葛三橋交番,131229.0,東京都,葛飾区,水元５丁目,2021/9/1,18,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
317,窃盗,オートバイ盗,亀有,西亀有交番,131229.0,東京都,葛飾区,西亀有２丁目,2021/2/9,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
318,窃盗,オートバイ盗,亀有,西水元駐在所,131229.0,東京都,葛飾区,西水元３丁目,2021/4/19,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
319,窃盗,オートバイ盗,亀有,西水元駐在所,131229.0,東京都,葛飾区,西水元５丁目,2021/1/16,6,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
320,窃盗,オートバイ盗,亀有,金町駅南口交番,131229.0,東京都,葛飾区,金町２丁目,2021/7/8,22,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
321,窃盗,オートバイ盗,亀有,青戸交番,131229.0,東京都,葛飾区,青戸４丁目,2021/1/18,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
322,窃盗,オートバイ盗,葛飾,上平井交番,131229.0,東京都,葛飾区,東新小岩８丁目,2021/1/18,5,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
323,窃盗,オートバイ盗,葛飾,堀切駅前交番,131229.0,東京都,葛飾区,堀切２丁目,2021/2/4,0,道路上,その他,キーなし,あり,自動二輪（50cc超）
324,窃盗,オートバイ盗,葛飾,奥戸交番,131229.0,東京都,葛飾区,奥戸２丁目,2021/8/12,11,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
325,窃盗,オートバイ盗,葛飾,奥戸交番,131229.0,東京都,葛飾区,奥戸６丁目,2021/8/17,20,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
326,窃盗,オートバイ盗,葛飾,奥戸交番,131229.0,東京都,葛飾区,奥戸７丁目,2021/7/25,20,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
327,窃盗,オートバイ盗,葛飾,奥戸交番,131229.0,東京都,葛飾区,奥戸８丁目,2021/7/31,18,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
328,窃盗,オートバイ盗,葛飾,立石駅前交番,131229.0,東京都,葛飾区,立石６丁目,2021/8/7,18,その他,その他,キーなし,なし,自動二輪（50cc超）
329,窃盗,オートバイ盗,葛飾,高砂駅前交番,131229.0,東京都,葛飾区,高砂２丁目,2020/12/18,19,駐車（輪）場,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
330,窃盗,オートバイ盗,小松川,一之江交番,131237.0,東京都,江戸川区,一之江７丁目,2021/6/28,20,道路上,その他,キーなし,なし,自動二輪（50cc超）
331,窃盗,オートバイ盗,小松川,京葉通交番,131237.0,東京都,江戸川区,松江１丁目,2020/7/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
332,窃盗,オートバイ盗,小松川,今井交番,131237.0,東京都,江戸川区,西瑞江３丁目,2021/5/25,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
333,窃盗,オートバイ盗,小松川,南篠崎交番,131237.0,東京都,江戸川区,下篠崎町,2021/4/30,0,道路上,その他,キーあり,なし,自動二輪（50cc超）
334,窃盗,オートバイ盗,小松川,南篠崎交番,131237.0,東京都,江戸川区,南篠崎町５丁目,2021/1/1,11,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
335,窃盗,オートバイ盗,小松川,小松川四丁目交番,131237.0,東京都,江戸川区,小松川３丁目,2021/8/21,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
336,窃盗,オートバイ盗,小松川,平井七丁目交番,131237.0,東京都,江戸川区,平井７丁目,2021/7/8,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
337,窃盗,オートバイ盗,小松川,平井七丁目交番,131237.0,東京都,江戸川区,平井７丁目,2021/8/20,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
338,窃盗,オートバイ盗,小松川,東瑞江交番,131237.0,東京都,江戸川区,東瑞江２丁目,2021/6/13,22,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
339,窃盗,オートバイ盗,小松川,松島四丁目交番,131237.0,東京都,江戸川区,松島１丁目,2020/2/1,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
340,窃盗,オートバイ盗,小松川,瑞江駅前交番,131237.0,東京都,江戸川区,南篠崎町３丁目,2021/4/22,16,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
341,窃盗,オートバイ盗,小松川,篠崎駅前交番,131237.0,東京都,江戸川区,下篠崎町,2021/1/22,21,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
342,窃盗,オートバイ盗,小松川,篠崎駅前交番,131237.0,東京都,江戸川区,下篠崎町,2021/12/10,20,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
343,窃盗,オートバイ盗,小松川,篠崎駅前交番,131237.0,東京都,江戸川区,新堀１丁目,2021/7/28,17,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
344,窃盗,オートバイ盗,小松川,篠崎駅前交番,131237.0,東京都,江戸川区,東篠崎町,2021/1/23,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
345,窃盗,オートバイ盗,小松川,篠崎駅前交番,131237.0,東京都,江戸川区,東篠崎１丁目,2021/1/27,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,なし
346,窃盗,オートバイ盗,小岩,一里塚交番,131237.0,東京都,江戸川区,北小岩３丁目,2021/4/13,23,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
347,窃盗,オートバイ盗,小岩,上一色駐在所,131237.0,東京都,江戸川区,興宮町,2021/4/16,20,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
348,窃盗,オートバイ盗,小岩,上一色駐在所,131237.0,東京都,江戸川区,上一色１丁目,2021/9/26,22,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
349,窃盗,オートバイ盗,小岩,上篠崎駐在所,131237.0,東京都,江戸川区,北篠崎２丁目,2021/12/7,19,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
350,窃盗,オートバイ盗,小岩,二枚橋交番,131237.0,東京都,江戸川区,南小岩５丁目,2021/6/5,11,道路上,その他,キーなし,あり,自動二輪（50cc超）
351,窃盗,オートバイ盗,小岩,北小岩二丁目交番,131237.0,東京都,江戸川区,北小岩３丁目,2021/5/16,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
352,窃盗,オートバイ盗,小岩,北小岩駐在所,131237.0,東京都,江戸川区,北小岩５丁目,2021/9/13,10,道路上,その他,キーなし,あり,自動二輪（50cc超）
353,窃盗,オートバイ盗,小岩,南小岩交番,131237.0,東京都,江戸川区,東小岩１丁目,2021/12/7,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
354,窃盗,オートバイ盗,小岩,南小岩交番,131237.0,東京都,江戸川区,南小岩２丁目,2021/1/27,18,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
355,窃盗,オートバイ盗,小岩,南小岩交番,131237.0,東京都,江戸川区,南小岩２丁目,2021/10/30,20,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
356,窃盗,オートバイ盗,小岩,南小岩交番,131237.0,東京都,江戸川区,東松本１丁目,2021/1/27,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
357,窃盗,オートバイ盗,小岩,小岩駅前交番,131237.0,東京都,江戸川区,南小岩６丁目,2021/7/16,9,その他,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
358,窃盗,オートバイ盗,小岩,小岩駅前交番,131237.0,東京都,江戸川区,南小岩８丁目,2021/7/16,7,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
359,窃盗,オートバイ盗,葛西,共栄橋交番,131237.0,東京都,江戸川区,中葛西１丁目,2021/3/7,18,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
360,窃盗,オートバイ盗,葛西,共栄橋交番,131237.0,東京都,江戸川区,中葛西３丁目,2021/4/3,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
361,窃盗,オートバイ盗,葛西,共栄橋交番,131237.0,東京都,江戸川区,中葛西３丁目,2021/11/28,22,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
362,窃盗,オートバイ盗,葛西,共栄橋交番,131237.0,東京都,江戸川区,東葛西２丁目,2021/5/1,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
363,窃盗,オートバイ盗,葛西,南葛西交番,131237.0,東京都,江戸川区,南葛西１丁目,2021/10/29,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
364,窃盗,オートバイ盗,葛西,南葛西交番,131237.0,東京都,江戸川区,南葛西３丁目,2021/1/6,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
365,窃盗,オートバイ盗,葛西,東葛西五丁目交番,131237.0,東京都,江戸川区,東葛西４丁目,2021/1/7,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
366,窃盗,オートバイ盗,葛西,清新町交番,131237.0,東京都,江戸川区,西葛西８丁目,2021/3/23,16,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
367,窃盗,オートバイ盗,葛西,清新町交番,131237.0,東京都,江戸川区,清新町１丁目,2021/3/8,1,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
368,窃盗,オートバイ盗,葛西,清新町交番,131237.0,東京都,江戸川区,清新町２丁目,2021/1/19,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
369,窃盗,オートバイ盗,葛西,臨海公園交番,131237.0,東京都,江戸川区,南葛西５丁目,2021/1/12,23,道路上,その他,キーなし,なし,自動二輪（50cc超）
370,窃盗,オートバイ盗,葛西,臨海公園交番,131237.0,東京都,江戸川区,臨海町２丁目,2021/7/20,20,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
371,窃盗,オートバイ盗,葛西,臨海公園交番,131237.0,東京都,江戸川区,臨海町６丁目,2019/5/1,23,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
372,窃盗,オートバイ盗,葛西,船堀駅前交番,131237.0,東京都,江戸川区,船堀１丁目,2021/3/26,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
373,窃盗,オートバイ盗,葛西,西葛西駅前交番,131237.0,東京都,江戸川区,西葛西５丁目,2021/3/20,9,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
374,窃盗,オートバイ盗,南大沢,上柚木駐在所,132012.0,東京都,八王子市,上柚木,2021/3/31,21,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
375,窃盗,オートバイ盗,南大沢,下柚木交番,132012.0,東京都,八王子市,下柚木,2021/9/28,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
376,窃盗,オートバイ盗,南大沢,北野駅前交番,132012.0,東京都,八王子市,北野町,2021/12/20,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
377,窃盗,オートバイ盗,南大沢,北野駅前交番,132012.0,東京都,八王子市,長沼町,2021/7/1,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
378,窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012.0,東京都,八王子市,大塚,2021/12/5,12,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
379,窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012.0,東京都,八王子市,東中野,2021/10/27,2,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
380,窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012.0,東京都,八王子市,東中野,2021/10/27,8,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
381,窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012.0,東京都,八王子市,別所１丁目,2021/1/27,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
382,窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012.0,東京都,八王子市,別所２丁目,2021/4/12,0,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
383,窃盗,オートバイ盗,南大沢,堀之内駅前交番,132012.0,東京都,八王子市,堀之内２丁目,2021/5/26,0,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
384,窃盗,オートバイ盗,南大沢,堀之内駐在所,132012.0,東京都,八王子市,東中野,2018/8/11,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
385,窃盗,オートバイ盗,南大沢,宮上駐在所,132012.0,東京都,八王子市,鑓水２丁目,2021/11/18,7,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
386,窃盗,オートバイ盗,南大沢,小山駐在所,132098.0,東京都,町田市,小山ヶ丘２丁目,2021/4/21,21,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
387,窃盗,オートバイ盗,南大沢,小比企駐在所,132012.0,東京都,八王子市,小比企町,2021/10/13,8,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
388,窃盗,オートバイ盗,南大沢,松が谷交番,132012.0,東京都,八王子市,大塚,2021/3/20,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
389,窃盗,オートバイ盗,南大沢,相原駅前交番,132098.0,東京都,町田市,相原町,2021/11/6,12,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
390,窃盗,オートバイ盗,南大沢,相原駐在所,132098.0,東京都,町田市,相原町,2021/3/30,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
391,窃盗,オートバイ盗,高尾,めじろ台交番,132012.0,東京都,八王子市,椚田町,2021/4/28,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
392,窃盗,オートバイ盗,高尾,めじろ台交番,132012.0,東京都,八王子市,めじろ台４丁目,2021/9/23,19,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
393,窃盗,オートバイ盗,高尾,下恩方駐在所,132012.0,東京都,八王子市,下恩方町,2021/8/31,12,一戸建住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
394,窃盗,オートバイ盗,高尾,並木町交番,132012.0,東京都,八王子市,散田町５丁目,2021/3/1,20,道路上,その他,キーなし,なし,自動二輪（50cc超）
395,窃盗,オートバイ盗,高尾,寺田団地駐在所,132012.0,東京都,八王子市,寺田町,2021/6/8,2,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
396,窃盗,オートバイ盗,高尾,横川町交番,132012.0,東京都,八王子市,横川町,2021/3/4,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
397,窃盗,オートバイ盗,高尾,西寺方駐在所,132012.0,東京都,八王子市,下恩方町,2021/1/21,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
398,窃盗,オートバイ盗,高尾,諏訪交番,132012.0,東京都,八王子市,上壱分方町,2015/7/1,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
399,窃盗,オートバイ盗,高尾,長房町交番,132012.0,東京都,八王子市,長房町,2021/2/9,1,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
400,窃盗,オートバイ盗,高尾,館ケ丘駐在所,132012.0,東京都,八王子市,館町,2021/4/2,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
401,窃盗,オートバイ盗,高尾,館ケ丘駐在所,132012.0,東京都,八王子市,館町,2021/9/3,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
402,窃盗,オートバイ盗,高尾,高尾駅前交番,132012.0,東京都,八王子市,東浅川町,2021/3/1,21,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
403,窃盗,オートバイ盗,高尾,高尾駅前交番,132012.0,東京都,八王子市,東浅川町,2021/3/1,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
404,窃盗,オートバイ盗,多摩中央,北貝取駐在所,132241.0,東京都,多摩市,貝取１丁目,2021/5/21,11,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
405,窃盗,オートバイ盗,多摩中央,北貝取駐在所,132241.0,東京都,多摩市,豊ケ丘２丁目,2021/6/11,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
406,窃盗,オートバイ盗,多摩中央,北貝取駐在所,132241.0,東京都,多摩市,豊ケ丘２丁目,2021/10/8,6,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
407,窃盗,オートバイ盗,多摩中央,和田駐在所,132241.0,東京都,多摩市,東寺方,2014/7/21,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
408,窃盗,オートバイ盗,多摩中央,和田駐在所,132241.0,東京都,多摩市,和田,2020/12/31,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
409,窃盗,オートバイ盗,多摩中央,和田駐在所,132241.0,東京都,多摩市,和田,2021/6/4,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
410,窃盗,オートバイ盗,多摩中央,唐木田駅前駐在所,132241.0,東京都,多摩市,唐木田１丁目,2021/7/30,7,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
411,窃盗,オートバイ盗,多摩中央,坂浜駐在所,132250.0,東京都,稲城市,坂浜,2021/5/15,21,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
412,窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241.0,東京都,多摩市,落合１丁目,2020/3/22,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
413,窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241.0,東京都,多摩市,落合１丁目,2021/6/30,18,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
414,窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241.0,東京都,多摩市,落合１丁目,2021/12/13,13,その他,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
415,窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241.0,東京都,多摩市,鶴牧２丁目,2021/10/24,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
416,窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241.0,東京都,多摩市,中沢１丁目,2021/10/17,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
417,窃盗,オートバイ盗,多摩中央,多摩センター駅前交番,132241.0,東京都,多摩市,中沢２丁目,2021/11/27,11,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
418,窃盗,オートバイ盗,多摩中央,大丸交番,132250.0,東京都,稲城市,大丸,2019/8/25,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
419,窃盗,オートバイ盗,多摩中央,平尾交番,132250.0,東京都,稲城市,平尾３丁目,2021/1/15,9,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
420,窃盗,オートバイ盗,多摩中央,平尾交番,132250.0,東京都,稲城市,平尾３丁目,2021/7/5,19,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
421,窃盗,オートバイ盗,多摩中央,平尾交番,132250.0,東京都,稲城市,平尾３丁目,2021/8/7,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
422,窃盗,オートバイ盗,多摩中央,愛宕交番,132241.0,東京都,多摩市,乞田,2021/9/3,22,道路上,その他,キーなし,あり,自動二輪（50cc超）
423,窃盗,オートバイ盗,多摩中央,愛宕交番,132241.0,東京都,多摩市,豊ケ丘１丁目,2021/8/1,0,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
424,窃盗,オートバイ盗,多摩中央,愛宕交番,132241.0,東京都,多摩市,和田,2016/3/21,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
425,窃盗,オートバイ盗,多摩中央,愛宕交番,132241.0,東京都,多摩市,和田,2021/5/29,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
426,窃盗,オートバイ盗,多摩中央,愛宕交番,132241.0,東京都,多摩市,和田,2021/6/11,5,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
427,窃盗,オートバイ盗,多摩中央,愛宕交番,132241.0,東京都,多摩市,和田,2021/11/2,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
428,窃盗,オートバイ盗,多摩中央,桜ケ丘駅前交番,132241.0,東京都,多摩市,一ノ宮２丁目,2021/1/22,9,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
